dt	f	t	l	d
2014070923	016	028	0	0
2014070923	023	026	2	0
2014070923	015	006	2	0
2014070923	015	015	0	0
2014070923	015	006	2	0
2014070922	013	011	0	0
2014070922	004	004	3	0
2014070922	029	029	0	0
2014070922	029	029	0	0
2014070922	029	029	0	0
2014070922	003	003	0	0
2014070922	029	029	0	0
2014070922	015	004	2	0
2014070922	020	009	1	0
2014070922	024	006	0	0
2014070922	020	020	0	0
2014070922	024	006	0	0
2014070922	015	004	2	0
2014070922	015	015	0	0
2014070922	015	015	0	0
2014070922	023	023	0	0
2014070922	023	023	0	0
2014070921	028	015	0	0
2014070921	028	015	0	0
2014070921	028	028	0	0
2014070921	023	023	0	0
2014070921	029	029	1	0
2014070921	028	028	0	0
2014070921	009	006	1	0
2014070921	009	009	0	0
2014070921	009	009	0	0
2014070921	009	006	1	0
2014070921	016	027	0	0
2014070921	016	027	0	0
2014070921	007	023	2	0
2014070921	007	006	3	0
2014070921	009	006	1	0
2014070921	007	006	3	0
2014070921	009	028	0	0
2014070921	009	028	0	0
2014070921	007	007	0	0
2014070921	025	029	3	0
2014070921	008	008	0	0
2014070921	025	029	3	0
2014070921	002	013	1	0
2014070921	002	013	1	0
2014070921	027	023	0	0
2014070921	027	019	1	0
2014070921	027	019	1	0
2014070921	027	019	1	0
2014070920	029	029	2	0
2014070920	019	019	1	0
2014070920	007	007	0	0
2014070920	007	007	0	0
2014070920	007	007	1	0
2014070920	004	009	0	0
2014070920	004	009	0	0
2014070920	024	027	0	0
2014070920	024	027	0	0
2014070920	009	023	0	0
2014070920	016	006	4	0
2014070920	024	027	0	0
2014070920	019	019	1	0
2014070920	024	027	0	0
2014070920	007	029	1	0
2014070920	002	009	0	0
2014070920	027	023	3	0
2014070919	019	019	3	0
2014070919	019	019	4	0
2014070919	022	028	2	0
2014070919	012	019	1	0
2014070919	019	019	0	0
2014070919	019	019	0	0
2014070919	012	012	0	0
2014070919	012	012	0	0
2014070919	005	005	2	0
2014070919	005	005	2	0
2014070919	024	028	1	0
2014070919	029	029	0	0
2014070918	014	023	2	0
2014070918	014	023	2	0
2014070918	014	023	2	0
2014070918	014	023	2	0
2014070918	012	016	2	0
2014070918	014	023	2	0
2014070918	012	016	2	0
2014070918	003	022	1	0
2014070918	003	022	1	0
2014070918	019	016	0	0
2014070918	019	016	0	0
2014070918	005	005	0	0
2014070918	005	005	0	0
2014070918	016	024	0	0
2014070918	015	015	0	0
2014070918	014	014	0	0
2014070918	027	009	1	0
2014070918	029	029	0	0
2014070918	014	014	0	0
2014070918	018	013	1	0
2014070917	014	014	1	0
2014070917	024	024	1	0
2014070917	016	019	0	0
2014070917	016	019	0	0
2014070917	028	014	0	0
2014070917	024	024	1	0
2014070917	009	006	1	0
2014070917	009	009	0	0
2014070917	016	016	0	0
2014070917	016	016	0	0
2014070917	025	024	1	0
2014070917	026	016	0	0
2014070917	026	016	0	0
2014070916	027	019	0	0
2014070916	018	018	1	0
2014070916	018	018	1	0
2014070916	025	023	0	0
2014070916	018	026	0	0
2014070916	018	026	0	0
2014070915	009	018	0	0
2014070915	006	009	0	0
2014070915	006	024	1	0
2014070915	006	024	1	0
2014070915	023	023	0	0
2014070915	019	019	1	0
2014070915	009	024	1	0
2014070915	011	002	1	0
2014070915	009	024	1	0
2014070915	011	011	0	0
2014070915	015	022	1	0
2014070915	020	016	0	0
2014070915	020	020	0	0
2014070914	013	009	0	0
2014070914	004	028	1	0
2014070914	004	028	2	0
2014070914	019	016	0	0
2014070914	005	002	0	0
2014070914	009	005	0	0
2014070914	008	002	4	0
2014070914	018	013	0	0
2014070913	028	028	0	0
2014070913	028	028	0	0
2014070913	026	025	0	0
2014070913	008	009	0	0
2014070912	016	007	1	0
2014070912	016	016	0	0
2014070912	016	016	0	0
2014070912	016	016	0	0
2014070912	016	016	0	0
2014070912	016	016	0	0
2014070912	016	007	1	0
2014070912	006	018	0	0
2014070912	014	014	3	0
2014070912	006	018	0	0
2014070912	002	005	0	0
2014070911	013	002	0	0
2014070911	013	002	0	0
2014070911	016	026	1	0
2014070911	009	013	0	0
2014070911	009	013	0	0
2014070911	009	009	0	0
2014070911	009	006	0	0
2014070911	009	006	0	0
2014070911	020	020	0	0
2014070911	003	008	0	0
2014070911	020	020	0	0
2014070911	003	003	0	0
2014070911	020	020	0	0
2014070911	028	015	0	0
2014070910	028	003	0	0
2014070910	028	028	0	0
2014070910	028	009	0	0
2014070910	028	009	0	0
2014070910	015	015	0	0
2014070910	022	016	1	0
2014070907	009	013	5	0
2014070907	009	009	0	0
2014070905	020	020	0	0
2014070903	001	001	0	0
2014070903	020	020	0	0
2014070903	020	020	0	0
2014070903	025	025	20	0
2014070903	020	020	0	0
2014070903	020	020	0	0
2014070903	020	020	0	0
2014070903	020	020	0	0
2014070902	017	009	2	0
2014070902	020	020	1	0
2014070902	009	009	2	0
2014070902	009	014	2	0
2014070902	009	014	2	0
2014070902	020	014	2	0
2014070902	020	020	1	0
2014070902	020	020	0	0
2014070902	020	020	0	0
2014070902	020	020	2	0
2014070902	020	020	0	0
2014070902	002	028	0	0
2014070902	014	014	0	0
2014070902	014	014	0	0
2014070901	019	027	0	0
2014070901	015	015	0	0
2014070901	019	027	0	0
2014070901	016	023	1	0
2014070901	023	023	1	0
2014070901	004	001	0	0
2014070901	023	023	1	0
2014070901	004	001	1	0
2014070900	018	007	0	0
2014070900	018	007	0	0
2014070900	023	023	0	0
2014070900	004	007	0	0
2014070900	023	018	0	0
2014070900	023	018	0	0
2014070900	014	003	3	0
2014070900	014	003	3	0
2014070900	016	023	0	0
2014070900	016	023	0	0
2014070900	016	016	0	0
2014070900	016	016	0	0
2014070900	007	004	1	0
2014070900	007	007	0	0
2014070823	014	020	0	0
2014070823	014	020	0	0
2014070823	024	007	0	0
2014070823	025	025	1	0
2014070823	019	026	1	0
2014070823	006	014	1	0
2014070823	006	014	1	0
2014070823	019	019	0	0
2014070823	015	014	1	0
2014070823	011	011	1	0
2014070823	023	025	0	0
2014070823	022	022	1	0
2014070823	023	025	1	0
2014070823	011	011	0	0
2014070823	024	026	0	0
2014070823	018	014	1	0
2014070823	004	004	4	0
2014070823	024	024	0	0
2014070823	024	024	0	0
2014070822	026	024	0	0
2014070822	016	006	1	0
2014070822	016	006	1	0
2014070822	001	026	1	0
2014070822	007	016	0	0
2014070822	009	006	0	0
2014070822	004	004	2	0
2014070822	028	028	1	0
2014070822	028	028	0	0
2014070822	004	004	2	0
2014070822	028	028	0	0
2014070822	028	028	0	0
2014070822	028	028	1	0
2014070822	024	024	1	0
2014070822	024	024	1	0
2014070822	026	001	0	0
2014070822	024	016	0	0
2014070822	013	007	0	0
2014070822	012	004	23	0
2014070822	013	013	0	0
2014070822	017	028	0	0
2014070822	017	028	0	0
2014070822	012	012	0	0
2014070822	028	020	0	0
2014070822	012	012	0	0
2014070822	028	015	0	0
2014070822	028	015	0	0
2014070822	012	012	0	0
2014070822	023	023	0	0
2014070821	019	023	1	0
2014070821	010	003	0	0
2014070821	016	019	2	0
2014070821	010	003	0	0
2014070821	026	024	0	0
2014070821	016	016	0	0
2014070821	024	029	1	0
2014070821	016	019	2	0
2014070821	024	029	1	0
2014070821	007	013	0	0
2014070821	004	017	1	0
2014070821	004	017	1	0
2014070821	019	009	5	0
2014070821	019	009	5	0
2014070821	027	026	0	0
2014070821	020	020	0	0
2014070821	020	020	0	0
2014070821	016	007	0	0
2014070821	020	020	0	0
2014070821	020	020	0	0
2014070821	016	015	1	0
2014070821	016	015	1	0
2014070820	019	027	0	0
2014070820	019	019	1	0
2014070820	019	019	0	0
2014070820	019	019	1	0
2014070820	015	009	0	0
2014070820	015	015	0	0
2014070820	006	006	1	0
2014070820	015	009	0	0
2014070820	004	004	1	0
2014070820	029	029	2	0
2014070820	015	015	0	0
2014070820	029	029	0	0
2014070820	015	015	0	0
2014070820	014	024	1	0
2014070820	014	014	0	0
2014070820	015	028	0	0
2014070820	015	016	1	0
2014070820	015	016	1	0
2014070820	015	028	1	0
2014070820	015	028	1	0
2014070820	001	016	1	0
2014070820	001	016	1	0
2014070820	001	016	2	0
2014070820	001	016	2	0
2014070820	015	024	0	0
2014070820	001	016	2	0
2014070820	001	016	2	0
2014070820	001	016	2	0
2014070820	005	002	0	0
2014070820	001	010	1	0
2014070820	001	010	1	0
2014070820	024	015	0	0
2014070820	001	001	0	0
2014070820	019	019	2	0
2014070819	018	019	1	0
2014070819	001	001	0	0
2014070819	018	019	1	0
2014070819	001	001	0	0
2014070819	027	019	0	0
2014070819	001	001	0	0
2014070819	027	019	0	0
2014070819	001	001	0	0
2014070819	001	001	0	0
2014070819	006	006	1	0
2014070819	016	024	0	0
2014070819	006	014	0	0
2014070819	028	015	1	0
2014070819	019	024	1	0
2014070819	028	015	1	0
2014070819	028	015	1	0
2014070819	019	019	0	0
2014070819	028	015	0	0
2014070819	019	019	1	0
2014070819	019	019	0	0
2014070819	018	018	0	0
2014070819	018	006	0	0
2014070819	017	001	0	0
2014070819	017	001	0	0
2014070819	002	002	3	0
2014070819	017	017	0	0
2014070819	017	017	0	0
2014070819	017	001	0	0
2014070819	017	001	0	0
2014070819	017	001	0	0
2014070819	006	018	0	0
2014070819	017	001	1	0
2014070819	017	017	0	0
2014070819	006	018	0	0
2014070819	024	016	0	0
2014070819	024	024	0	0
2014070819	016	016	0	0
2014070819	024	024	0	0
2014070819	024	024	0	0
2014070819	024	016	0	0
2014070819	017	017	0	0
2014070819	024	016	0	0
2014070819	016	016	0	0
2014070819	010	028	1	0
2014070819	010	028	1	0
2014070819	013	009	0	0
2014070819	010	028	1	0
2014070819	008	028	0	0
2014070819	013	009	0	0
2014070819	018	006	0	0
2014070818	022	017	0	0
2014070818	018	006	0	0
2014070818	010	017	0	0
2014070818	016	024	0	0
2014070818	010	017	1	0
2014070818	019	024	2	0
2014070818	010	017	1	0
2014070818	010	017	1	0
2014070818	010	017	1	0
2014070818	019	019	0	0
2014070818	019	019	0	0
2014070818	002	013	0	0
2014070818	002	013	0	0
2014070818	012	004	0	0
2014070818	001	024	1	0
2014070818	021	010	0	0
2014070818	021	010	1	0
2014070818	012	004	0	0
2014070818	021	010	1	0
2014070818	016	019	2	0
2014070818	019	016	0	0
2014070818	018	004	1	0
2014070818	027	019	0	0
2014070818	019	019	1	0
2014070818	027	027	0	0
2014070818	026	024	0	0
2014070818	009	016	1	0
2014070818	009	016	1	0
2014070818	016	015	4	0
2014070818	027	027	0	0
2014070818	026	026	0	0
2014070818	011	021	0	0
2014070818	023	023	0	0
2014070817	027	019	0	0
2014070817	027	004	2	0
2014070817	021	021	1	0
2014070817	021	021	1	0
2014070817	016	010	1	0
2014070817	026	027	0	0
2014070817	026	026	0	0
2014070817	006	026	0	0
2014070816	001	001	0	0
2014070816	010	004	0	0
2014070816	009	006	0	0
2014070816	021	010	0	0
2014070816	025	025	1	0
2014070816	003	009	0	0
2014070816	018	018	0	0
2014070816	009	001	0	0
2014070816	006	019	1	0
2014070816	006	006	0	0
2014070816	007	004	1	0
2014070816	007	004	1	0
2014070815	024	016	0	0
2014070815	024	024	0	0
2014070815	024	024	0	0
2014070815	025	025	2	0
2014070815	016	024	0	0
2014070815	004	009	1	0
2014070815	010	021	0	0
2014070815	010	010	0	0
2014070814	004	004	0	0
2014070814	004	004	0	0
2014070814	004	010	0	0
2014070814	004	004	0	0
2014070814	004	004	0	0
2014070814	004	004	0	0
2014070813	005	005	4	0
2014070813	009	009	0	0
2014070813	008	026	3	0
2014070813	008	026	3	0
2014070813	025	025	4	0
2014070813	020	020	0	0
2014070813	020	009	1	0
2014070813	020	009	1	0
2014070813	020	009	1	0
2014070813	001	002	1	0
2014070813	001	006	2	0
2014070813	020	020	0	0
2014070813	001	006	2	0
2014070813	025	025	0	0
2014070813	020	020	0	0
2014070813	020	020	0	0
2014070813	020	020	0	0
2014070813	026	026	1	0
2014070813	026	026	2	0
2014070812	019	023	0	0
2014070812	025	023	13	0
2014070812	001	018	0	0
2014070812	020	020	0	0
2014070812	016	009	1	0
2014070811	006	010	1	0
2014070811	006	006	0	0
2014070811	016	027	0	0
2014070811	016	016	0	0
2014070810	004	027	1	0
2014070810	015	016	1	0
2014070810	004	004	0	0
2014070810	015	015	0	0
2014070810	028	015	0	0
2014070810	003	028	0	0
2014070810	026	025	0	0
2014070809	024	026	0	0
2014070809	015	024	0	0
2014070809	023	009	1	0
2014070805	006	008	1	0
2014070804	006	008	2	0
2014070803	006	006	1	0
2014070803	006	006	0	0
2014070803	006	006	0	0
2014070803	005	006	12	0
2014070803	005	006	12	0
2014070803	005	005	0	0
2014070803	005	006	12	0
2014070802	009	020	0	0
2014070802	009	020	0	0
2014070802	009	009	3	0
2014070802	009	009	0	0
2014070801	003	003	1	0
2014070801	024	016	1	0
2014070801	013	009	0	0
2014070801	024	024	0	0
2014070801	013	009	0	0
2014070801	024	026	0	0
2014070801	024	016	0	0
2014070801	024	016	0	0
2014070801	024	024	0	0
2014070800	001	024	0	0
2014070800	001	001	0	0
2014070800	003	010	0	0
2014070800	003	003	0	0
2014070800	016	024	0	0
2014070800	001	024	0	0
2014070800	003	003	0	0
2014070800	014	006	0	0
2014070800	003	010	0	0
2014070800	001	024	3	0
2014070800	001	024	3	0
2014070800	026	016	0	0
2014070800	001	001	0	0
2014070723	007	024	1	0
2014070723	001	006	0	0
2014070723	024	001	0	0
2014070723	024	001	0	0
2014070723	006	009	0	0
2014070723	010	001	2	0
2014070723	010	001	2	0
2014070723	006	014	1	0
2014070723	005	005	1	0
2014070723	005	005	0	0
2014070723	008	028	0	0
2014070723	012	012	2	0
2014070723	012	012	0	0
2014070722	001	001	1	0
2014070722	001	001	1	0
2014070722	006	024	1	0
2014070722	011	011	1	0
2014070722	006	006	0	0
2014070722	011	011	0	0
2014070722	006	024	1	0
2014070722	024	006	0	0
2014070722	024	024	0	0
2014070722	028	024	2	0
2014070722	013	002	0	0
2014070722	013	013	0	0
2014070722	003	003	2	0
2014070722	013	013	0	0
2014070722	003	003	0	0
2014070722	003	003	0	0
2014070722	028	028	0	0
2014070721	007	007	0	0
2014070721	007	007	2	0
2014070721	015	024	0	0
2014070721	015	024	1	0
2014070721	019	001	1	0
2014070721	019	001	1	0
2014070721	015	003	1	0
2014070721	010	006	2	0
2014070721	010	006	2	0
2014070720	007	006	1	0
2014070720	010	010	0	0
2014070720	005	006	2	0
2014070720	028	008	0	0
2014070720	005	005	0	0
2014070720	005	028	3	0
2014070720	007	028	2	0
2014070720	007	028	2	0
2014070720	026	019	0	0
2014070720	026	019	0	0
2014070720	024	026	1	0
2014070720	010	010	0	0
2014070719	016	016	0	0
2014070719	003	003	3	0
2014070719	003	003	3	0
2014070719	027	027	0	0
2014070719	007	013	1	0
2014070719	007	013	1	0
2014070719	009	006	1	0
2014070719	011	010	0	0
2014070719	028	028	3	0
2014070719	011	011	0	0
2014070719	023	023	1	0
2014070719	023	023	1	0
2014070719	018	013	1	0
2014070719	028	024	0	0
2014070719	006	006	2	0
2014070718	028	028	0	0
2014070718	024	024	0	0
2014070718	023	006	0	0
2014070718	022	007	1	0
2014070718	012	013	1	0
2014070718	006	028	2	0
2014070718	001	013	1	0
2014070718	027	004	1	0
2014070718	006	028	2	0
2014070718	022	022	0	0
2014070718	022	022	0	0
2014070718	024	024	0	0
2014070717	001	006	0	0
2014070717	001	006	0	0
2014070717	015	025	1	0
2014070717	024	001	1	0
2014070717	015	015	0	0
2014070717	013	003	1	0
2014070717	013	022	0	0
2014070717	016	028	1	0
2014070717	013	003	1	0
2014070717	016	012	1	0
2014070717	016	016	0	0
2014070717	007	024	0	0
2014070717	026	026	0	0
2014070717	006	006	4	0
2014070716	009	009	0	0
2014070716	012	012	0	0
2014070716	028	010	4	0
2014070716	028	028	0	0
2014070716	028	028	0	0
2014070716	007	007	4	0
2014070716	025	029	3	0
2014070716	025	025	0	0
2014070716	007	007	0	0
2014070716	027	019	2	0
2014070716	028	028	0	0
2014070716	007	007	4	0
2014070716	007	007	0	0
2014070716	016	024	0	0
2014070716	007	007	4	0
2014070716	016	016	0	0
2014070716	009	007	1	0
2014070716	024	007	0	0
2014070716	027	027	0	0
2014070716	024	024	0	0
2014070716	024	007	0	0
2014070715	009	007	1	0
2014070715	002	002	3	0
2014070715	022	022	0	0
2014070715	016	024	0	0
2014070715	016	024	0	0
2014070715	015	015	0	0
2014070714	013	013	0	0
2014070714	013	013	0	0
2014070714	013	013	0	0
2014070714	024	024	0	0
2014070714	011	011	1	0
2014070714	008	008	0	0
2014070714	011	011	0	0
2014070714	008	008	0	0
2014070714	016	016	0	0
2014070714	016	016	0	0
2014070714	023	023	2	0
2014070714	023	026	0	0
2014070714	023	023	0	0
2014070714	023	023	0	0
2014070713	002	002	0	0
2014070713	012	012	2	0
2014070713	020	020	0	0
2014070713	001	001	1	0
2014070713	001	001	0	0
2014070713	024	001	1	0
2014070713	001	001	1	0
2014070713	024	001	1	0
2014070712	016	009	1	0
2014070712	028	028	0	0
2014070711	007	016	0	0
2014070711	007	016	0	0
2014070711	007	007	0	0
2014070711	028	016	1	0
2014070711	005	020	1	0
2014070711	003	028	0	0
2014070711	023	027	2	0
2014070711	004	009	0	0
2014070711	010	003	0	0
2014070710	016	016	0	0
2014070709	023	001	1	0
2014070705	006	006	0	0
2014070705	006	013	0	0
2014070705	006	013	0	0
2014070703	025	006	1	0
2014070703	025	006	1	0
2014070702	001	007	0	0
2014070702	001	007	0	0
2014070702	025	025	0	0
2014070702	025	025	0	0
2014070701	020	011	0	0
2014070701	007	001	2	0
2014070700	018	025	1	0
2014070700	018	025	1	0
2014070700	018	018	0	0
2014070700	010	028	0	0
2014070700	001	001	2	0
2014070700	001	001	2	0
2014070700	001	018	0	0
2014070700	010	010	0	0
2014070700	001	018	0	0
2014070700	010	028	0	0
2014070700	016	026	0	0
2014070700	014	007	0	0
2014070623	023	025	2	0
2014070623	009	001	3	0
2014070623	023	001	1	0
2014070623	028	028	1	0
2014070623	023	025	2	0
2014070623	020	001	0	0
2014070623	010	010	1	0
2014070623	020	001	0	0
2014070623	001	001	1	0
2014070623	024	024	0	0
2014070623	024	024	0	0
2014070622	007	007	1	0
2014070622	007	007	0	0
2014070622	007	007	1	0
2014070622	016	016	0	0
2014070622	006	006	0	0
2014070622	028	028	0	0
2014070622	007	007	0	0
2014070622	007	023	1	0
2014070622	007	007	0	0
2014070622	009	001	1	0
2014070622	003	028	0	0
2014070622	007	007	0	0
2014070622	003	028	0	0
2014070622	007	007	0	0
2014070622	007	007	0	0
2014070622	023	023	2	0
2014070622	025	023	1	0
2014070622	025	029	1	0
2014070622	025	023	1	0
2014070622	025	025	0	0
2014070622	009	020	0	0
2014070622	009	020	0	0
2014070622	009	009	0	0
2014070622	009	009	0	0
2014070622	009	006	0	0
2014070622	028	028	0	0
2014070622	028	028	0	0
2014070622	025	009	1	0
2014070622	012	023	1	0
2014070621	025	009	1	0
2014070621	028	028	0	0
2014070621	012	023	1	0
2014070621	012	023	1	0
2014070621	025	025	0	0
2014070621	025	025	0	0
2014070621	013	015	0	0
2014070621	013	013	0	0
2014070621	009	009	1	0
2014070621	028	010	0	0
2014070621	028	010	0	0
2014070621	028	010	0	0
2014070621	028	010	0	0
2014070621	001	009	0	0
2014070621	015	024	1	0
2014070621	015	024	1	0
2014070621	015	015	0	0
2014070621	013	003	0	0
2014070621	013	003	0	0
2014070620	004	004	1	0
2014070620	004	004	1	0
2014070620	004	004	0	0
2014070620	015	028	0	0
2014070620	015	028	0	0
2014070620	016	011	2	0
2014070620	015	015	0	0
2014070620	016	011	2	0
2014070620	027	027	0	0
2014070620	023	015	1	0
2014070620	023	015	1	0
2014070620	024	007	0	0
2014070620	018	009	1	0
2014070620	024	007	1	0
2014070620	005	001	0	0
2014070620	024	024	0	0
2014070620	024	024	0	0
2014070620	019	019	2	0
2014070620	016	015	0	0
2014070620	009	013	1	0
2014070620	004	004	2	0
2014070620	009	013	1	0
2014070620	019	019	2	0
2014070620	004	004	0	0
2014070620	016	016	2	0
2014070620	016	016	2	0
2014070620	026	016	0	0
2014070620	002	012	0	0
2014070620	016	016	0	0
2014070620	004	004	0	0
2014070619	026	023	2	0
2014070619	009	014	0	0
2014070619	026	023	2	0
2014070619	028	009	0	0
2014070619	022	022	0	0
2014070619	028	009	0	0
2014070619	018	012	3	0
2014070619	028	009	1	0
2014070619	008	002	0	0
2014070619	017	026	1	0
2014070619	028	028	0	0
2014070619	024	015	0	0
2014070619	024	024	0	0
2014070619	028	028	0	0
2014070619	028	028	0	0
2014070619	028	028	0	0
2014070619	018	012	3	0
2014070619	004	006	2	0
2014070619	018	018	0	0
2014070619	027	016	0	0
2014070619	014	003	0	0
2014070619	014	003	0	0
2014070619	027	027	0	0
2014070619	016	024	0	0
2014070619	027	016	0	0
2014070619	016	024	0	0
2014070619	009	009	2	0
2014070619	016	015	1	0
2014070619	016	015	1	0
2014070619	028	028	0	0
2014070619	014	026	0	0
2014070619	007	028	1	0
2014070619	027	027	0	0
2014070619	009	009	2	0
2014070619	024	024	0	0
2014070619	027	016	0	0
2014070619	027	016	0	0
2014070618	027	027	0	0
2014070618	007	007	0	0
2014070618	007	028	1	0
2014070618	027	027	0	0
2014070618	027	027	0	0
2014070618	006	005	2	0
2014070618	007	007	0	0
2014070618	028	028	0	0
2014070618	027	016	0	0
2014070618	025	025	1	0
2014070618	027	016	0	0
2014070618	006	005	2	0
2014070618	009	016	1	0
2014070618	009	009	0	0
2014070618	009	009	0	0
2014070618	013	005	1	0
2014070618	009	009	0	0
2014070618	028	009	0	0
2014070618	009	016	1	0
2014070618	018	007	0	0
2014070618	018	007	0	0
2014070618	016	014	1	0
2014070618	022	022	0	0
2014070618	026	027	0	0
2014070618	007	024	2	0
2014070618	007	024	2	0
2014070618	011	011	0	0
2014070618	025	025	0	0
2014070618	025	025	1	0
2014070618	016	014	1	0
2014070618	003	003	0	0
2014070618	011	011	0	0
2014070618	007	007	0	0
2014070618	013	013	0	0
2014070618	013	003	0	0
2014070618	013	003	0	0
2014070618	026	016	5	0
2014070618	026	024	5	0
2014070618	014	006	0	0
2014070618	024	020	0	0
2014070618	014	006	0	0
2014070618	024	024	0	0
2014070618	028	028	0	0
2014070617	028	028	2	0
2014070617	014	014	0	0
2014070617	026	009	1	0
2014070617	010	021	5	0
2014070617	005	013	0	0
2014070617	004	004	1	0
2014070617	013	017	1	0
2014070617	005	013	0	0
2014070617	013	028	0	0
2014070617	004	004	0	0
2014070617	026	009	1	0
2014070617	013	013	0	0
2014070617	026	023	2	0
2014070617	026	023	2	0
2014070617	012	018	1	0
2014070617	007	005	3	0
2014070617	012	018	0	0
2014070617	012	012	3	0
2014070617	007	005	3	0
2014070617	012	012	0	0
2014070617	018	023	2	0
2014070617	012	012	3	0
2014070617	018	023	2	0
2014070617	027	027	1	0
2014070617	002	005	0	0
2014070617	027	027	1	0
2014070617	012	012	0	0
2014070617	002	005	0	0
2014070617	011	028	2	0
2014070617	011	028	2	0
2014070617	009	013	1	0
2014070617	027	027	0	0
2014070617	011	011	0	0
2014070617	027	027	0	0
2014070617	007	004	2	0
2014070617	027	027	0	0
2014070617	016	016	6	0
2014070617	027	027	0	0
2014070617	006	018	0	0
2014070617	024	024	1	0
2014070617	017	013	0	0
2014070617	028	013	0	0
2014070617	026	026	0	0
2014070617	021	021	5	0
2014070617	021	021	5	0
2014070617	012	002	0	0
2014070617	028	028	0	0
2014070617	012	002	0	0
2014070617	028	028	0	0
2014070617	028	019	3	0
2014070616	028	028	0	0
2014070616	028	028	0	0
2014070616	024	020	1	0
2014070616	013	028	0	0
2014070616	028	028	0	0
2014070616	028	028	0	0
2014070616	024	024	0	0
2014070616	026	027	0	0
2014070616	028	028	0	0
2014070616	026	027	0	0
2014070616	028	028	0	0
2014070616	024	024	0	0
2014070616	024	024	0	0
2014070616	028	028	0	0
2014070616	028	028	0	0
2014070616	028	028	0	0
2014070616	024	020	1	0
2014070616	026	024	1	0
2014070616	006	018	1	0
2014070616	006	018	1	0
2014070616	023	025	2	0
2014070616	020	014	0	0
2014070616	020	012	1	0
2014070616	020	012	1	0
2014070616	023	026	0	0
2014070616	020	020	0	0
2014070616	023	026	0	0
2014070616	023	025	2	0
2014070616	023	023	0	0
2014070616	025	025	3	0
2014070616	023	026	0	0
2014070616	013	009	0	0
2014070616	025	028	3	0
2014070616	009	020	0	0
2014070616	009	020	0	0
2014070615	017	007	0	0
2014070615	017	007	0	0
2014070615	023	018	0	0
2014070615	022	022	0	0
2014070615	013	028	1	0
2014070615	013	019	4	0
2014070615	013	013	0	0
2014070615	009	009	0	0
2014070615	003	008	0	0
2014070615	025	025	0	0
2014070615	024	006	1	0
2014070615	028	028	3	0
2014070615	006	007	1	0
2014070615	006	007	1	0
2014070615	028	028	0	0
2014070615	024	006	1	0
2014070615	006	006	0	0
2014070615	024	024	0	0
2014070615	011	016	3	0
2014070615	025	025	0	0
2014070615	016	024	1	0
2014070615	011	011	0	0
2014070615	007	009	1	0
2014070615	028	028	0	0
2014070615	016	016	0	0
2014070615	007	009	0	0
2014070615	028	028	0	0
2014070615	011	011	0	0
2014070615	028	028	0	0
2014070615	028	028	0	0
2014070615	011	016	3	0
2014070614	023	025	1	0
2014070614	028	026	3	0
2014070614	023	025	1	0
2014070614	017	013	0	0
2014070614	016	027	2	0
2014070614	016	027	2	0
2014070614	017	017	0	0
2014070614	023	023	0	0
2014070614	009	006	0	0
2014070614	017	017	0	0
2014070614	009	006	0	0
2014070614	017	017	0	0
2014070614	028	013	0	0
2014070614	024	007	0	0
2014070614	017	017	0	0
2014070614	028	028	0	0
2014070614	017	017	0	0
2014070614	024	024	0	0
2014070614	028	026	3	0
2014070614	024	007	0	0
2014070614	024	024	0	0
2014070614	028	028	0	0
2014070614	023	023	0	0
2014070614	023	023	0	0
2014070614	028	028	0	0
2014070614	028	028	0	0
2014070614	028	028	0	0
2014070614	007	017	0	0
2014070614	024	024	1	0
2014070614	007	017	0	0
2014070614	007	007	0	0
2014070614	007	007	0	0
2014070614	028	028	0	0
2014070614	028	028	0	0
2014070614	025	023	0	0
2014070614	025	025	0	0
2014070614	025	025	0	0
2014070614	028	028	0	0
2014070614	028	028	0	0
2014070614	028	028	0	0
2014070614	028	028	0	0
2014070614	021	012	1	0
2014070614	028	028	0	0
2014070614	025	023	1	0
2014070614	024	024	0	0
2014070614	021	012	1	0
2014070614	028	028	0	0
2014070614	028	028	0	0
2014070614	006	013	1	0
2014070614	006	013	1	0
2014070613	006	013	1	0
2014070613	024	024	0	0
2014070613	006	017	0	0
2014070613	024	027	2	0
2014070613	024	024	1	0
2014070613	024	024	1	0
2014070613	024	024	0	0
2014070613	024	027	2	0
2014070613	024	027	2	0
2014070613	026	024	0	0
2014070613	024	024	0	0
2014070613	026	024	0	0
2014070613	010	023	0	0
2014070613	010	010	0	0
2014070613	026	003	0	0
2014070613	026	026	0	0
2014070613	026	026	0	0
2014070613	026	026	1	0
2014070613	023	026	0	0
2014070613	023	026	0	0
2014070613	023	023	0	0
2014070613	009	009	1	0
2014070613	003	007	0	0
2014070613	009	009	1	0
2014070613	003	007	0	0
2014070612	009	009	0	0
2014070612	002	021	1	0
2014070612	002	021	1	0
2014070612	013	019	2	0
2014070612	009	009	0	0
2014070612	028	028	1	0
2014070612	028	028	0	0
2014070612	004	004	1	0
2014070612	028	028	0	0
2014070612	004	004	0	0
2014070612	024	024	0	0
2014070612	012	006	1	0
2014070612	026	026	1	0
2014070612	018	023	0	0
2014070612	018	023	0	0
2014070612	012	002	0	0
2014070612	012	012	0	0
2014070611	012	002	0	0
2014070611	013	009	0	0
2014070611	004	004	2	0
2014070611	024	015	0	0
2014070611	004	004	2	0
2014070611	024	015	0	0
2014070611	024	024	0	0
